territoriality;year;pm10_concentration;pm10_tempcov;pm25_concentration;pm25_tempcov;no2_concentration;no2_tempcov;type_of_stations;number_of_stations;population;latitude;longitude;who_ms;Air_quality_category
"Eur#DEU;Germany#Nauen";2010;26,701;100,0;20,64;100,0;13,065;98,0;Somewhere;1,0;16385,0;52,6086079999999;12,885195;1,0;Safety
"Eur#CHE;Switzerland#Neuchatel";2010;8,54;100,0;20,64;100,0;6,814;100,0;Somewhere;1,0;84012,0;47,049469;6,979203;1,0;Safety
"Eur#ESP;Spain#Llodio";2010;22,956;96,0;20,64;100,0;27,757;97,0;Somewhere;1,0;18428,0;43,14625;-2,953333;1,0;Safety
"Eur#ESP;Spain#Lleida";2010;27,759;98,0;19,585;98,0;29,924;91,0;Somewhere;1,0;145161,0;41,63;0,614167;1,0;Safety
"Eur#CZE;Czechia#Jihlava";2010;24,326;99,0;18,545;99,0;16,183;94,0;Somewhere;1,0;50593,0;49,4016689999999;15,609909;1,0;Safety
"Eur#ITA;Italy#Saronno";2010;38,997;99,0;28,608;98,0;24,913;100,0;Somewhere;1,0;38598,0;45,626942;9,02416599999999;1,0;Safety
"Eur#CZE;Czechia#Jicin";2010;25,646;84,0;19,012;92,0;25,1635;99,5;Somewhere;1,0;16489,0;50,439503;15,3526419999999;1,0;Safety
"Eur#FRA;France#Sarreguemines";2010;20,169;98,0;19,012;92,0;25,414;99,0;Somewhere;1,0;21604,0;49,1091109999999;7,071028;1,0;Safety
"Eur#ITA;Italy#Sarroch";2010;25,316;97,0;19,012;92,0;9,127;94,0;Somewhere;1,0;5198,0;39,07208275;9,01444449999999;1,0;Safety
"Eur#HUN;Hungary#Sarrod";2010;21,896;97,0;19,012;92,0;10,797;96,0;Somewhere;1,0;1015,0;47,671947;16,8388959999999;1,0;Safety
"Eur#FRA;France#Sarrola Carcopino";2010;23,534;89,5;19,012;92,0;9,348;100,0;Somewhere;1,0;2155,0;41,9644419999999;8,820278;1,0;Safety
"Eur#ESP;Spain#Sarinena";2010;25,172;82,0;19,012;92,0;21,639;97,0;Somewhere;1,0;4293,0;41,7993054999999;-0,155972;1,0;Safety
"Eur#ITA;Italy#Sarzana";2010;27,442;87,0;19,012;92,0;33,93;94,0;Somewhere;1,0;21829,0;44,1141659999999;9,963611;1,0;Safety
"Eur#ESP;Spain#Sastago";2010;25,508000000000003;84,0;19,012;92,0;8,309;88,0;Somewhere;1,0;12384,0;41,321111;-0,363333;1,0;Safety
"Eur#ROU;Romania#Sat Cazasu";2010;23,574;81,0;19,012;92,0;8,309;88,0;Somewhere;1,0;2939,0;45,2708549999999;27,8894419999999;1,0;Safety
"Eur#ROU;Romania#Satu Mare";2010;31,5445;85,0;12,919;94,0;8,309;88,0;Somewhere;1,0;113644,0;47,799683;22,877022;1,0;Safety
"Eur#ITA;Italy#Jesi";2010;39,515;89,0;23,725;93,0;32,701;86,0;Somewhere;1,0;40303,0;43,526943;13,2449999999999;1,0;Safety
"Eur#ITA;Italy#Savignano Sul Rubicone";2010;31,476;98,0;23,725;93,0;22,345;82,0;Somewhere;1,0;17521,0;44,0958329999999;12,402499;1,0;Safety
"Eur#CZE;Czechia#Jesenik";2010;20,12;98,0;23,725;93,0;8,874;94,0;Somewhere;1,0;12700,0;50,242237;17,19018;1,0;Safety
"Eur#ESP;Spain#Savinao";2010;8,766;82,0;23,725;93,0;3,209;94,0;Somewhere;1,0;69879,5;42,6347219999999;-7,704722;1,0;Safety
"Eur#ITA;Italy#Sassari";2010;14,411000000000001;87,5;23,725;93,0;38,836;79,0;Somewhere;1,0;127059,0;40,7297209999999;8,55361199999999;1,0;Safety
"Eur#ITA;Italy#Savona";2010;20,056;93,0;14,456;88,0;22,817;89,0;Somewhere;1,0;60794,0;44,3137026666666;8,47861066666667;1,0;Safety
"Eur#BIH;Bosnia_Herzeg#Sarajevo";2010;49,609;83,0;14,456;88,0;25,84;90,0;Somewhere;1,0;343089,0;43,8600906666667;18,4167603333333;1,0;Safety
"Amr#BRA;Brazil#Santo Andre";2010;38,5;83,0;14,456;88,0;25,84;90,0;Somewhere;1,0;676407,0;-23,6482065;-46,511119;1,0;Safety
"Amr#USA;USA#Joplin MO";2010;24,5;83,0;14,456;88,0;25,84;90,0;Somewhere;1,0;50386,0;37,1982862177969;-94,3172455171308;1,0;Safety
"Eur#SWE;Sweden#Jonkoping";2010;17,585;90,0;20,962;100,0;29,575;95,0;Somewhere;1,0;15396,5;57,7774985;14,1586;1,0;Safety
"Eur#LTU;Lithuania#Jonava";2010;29,586;97,0;20,962;100,0;10,248;89,0;Somewhere;1,0;30650,0;55,0722219999999;24,283894;1,0;Safety
"Eur#ITA;Italy#Jolanda Di Savoia";2010;24,138;89,0;20,962;100,0;15,782;88,0;Somewhere;1,0;3003,0;44,839722;11,961111;1,0;Safety
"Amr#USA;USA#Johnstown PA";2010;19,3;94,0;11,9;100,0;19,7;94,0;Somewhere;1,0;19569,0;40,309722;-78,915;1,0;Safety
"Eur#ITA;Italy#Sarezzo";2010;34,469;99,0;11,9;100,0;36,768;100,0;Somewhere;1,0;13469,0;45,655003;10,2008329999999;1,0;Safety
"Eur#ITA;Italy#Santo Stefano Di Magra";2010;23,421;80,0;11,9;100,0;28,109;93,5;Somewhere;1,0;8790,0;44,154724;9,91861199999999;1,0;Safety
"Eur#PRT;Portugal#Santo Tirso";2010;20,201;95,0;11,9;100,0;19,45;87,0;Somewhere;1,0;71530,0;41,359997;-8,4608;1,0;Safety
"Emr#SAU;Saudi_Arabia#Jizan";2010;198,0;95,0;11,9;100,0;19,45;87,0;Somewhere;1,0;127743,0;16,8858749999999;42,5733859999999;1,0;Safety
"Amr#BRA;Brazil#Sao Bernardo Do Campo";2010;41,0;95,0;11,9;100,0;19,45;87,0;Somewhere;1,0;752658,0;-23,6709159999999;-46,584251;1,0;Safety
"Amr#BRA;Brazil#Sao Caetano Do Sul";2010;39,0;95,0;19,0;100,0;45,0;87,0;Somewhere;1,0;149263,0;-23,618479;-46,556325;1,0;Safety
"Amr#BRA;Brazil#Sao Jose Do Rio Preto";2010;33,0;95,0;14,0;100,0;22,0;87,0;Somewhere;1,0;439018,0;-21,9861314999999;-47,6345545;1,0;Safety
"Amr#BRA;Brazil#Sao Paulo";2010;36,625;95,0;17,333;100,0;49,167;87,0;Somewhere;1,0;22043028,0;-23,5752884444444;-46,6603311111111;1,0;Safety
"Wpr#JPN;Japan#Sapporo";2010;61,0995;95,0;14,0;100,0;49,167;87,0;Somewhere;1,0;2669680,0;43,0908503;141,3408314;1,0;Safety
"Afr#ZAF;South_Africa#Johannesburg";2010;85,574;95,0;14,0;100,0;49,167;87,0;Somewhere;1,0;5782747,0;-26,1069717407226;28,1105556488037;1,0;Safety
"Eur#ESP;Spain#Jerez De La Frontera";2010;29,941;88,0;14,0;100,0;9,667;96,0;Somewhere;1,0;212226,0;36,6700906666666;-6,11540566666666;1,0;Safety
"Wpr#KOR;Korea_Rep#Jeollabuk Do";2010;50,542;88,0;14,0;100,0;0,014;96,0;Somewhere;1,0;974119,5;35,7685263888889;126,967411309524;1,0;Safety
"Amr#USA;USA#Jacksonville FL";2010;19,4;99,0;8,25;100,0;17,5;96,0;Somewhere;1,0;1280209,0;30,2822860593333;-81,6057182313333;1,0;Safety
"Amr#USA;USA#Jackson WY ID";2010;13,5;99,0;4,3;100,0;19,3555;96,0;Somewhere;1,0;31464,0;43,457760000942;-110,79799;1,0;Safety
"Eur#CZE;Czechia#Jablonec";2010;24,626;98,0;13,813;100,0;21,211;93,0;Somewhere;1,0;44567,0;50,727364;15,162155;1,0;Safety
"Amr#MEX;Mexico#Iztapalapa";2010;34,583;98,0;23,326;91,0;27,586;1,0;Somewhere;1,0;180888,0;19,3607939999999;-99,07388;1,0;Safety
"Amr#MEX;Mexico#Iztacalco";2010;44,54;98,0;23,326;91,0;27,586;1,0;Somewhere;1,0;395025,0;19,3844129999999;-99,117641;1,0;Safety
"Eur#TUR;Turkiye#Izmir";2010;50,833;94,0;23,326;91,0;27,586;1,0;Somewhere;1,0;2992953,0;38,426215375;27,134445375;1,0;Safety
"Eur#ESP;Spain#Jaen";2010;28,73;94,0;23,326;91,0;16,875;92,0;Somewhere;1,0;111932,0;37,7831796666666;-3,79115233333333;1,0;Safety
"Amr#BRA;Brazil#Itaguai";2010;35,25;86,0;23,326;91,0;14,0;93,0;Somewhere;1,0;104209,0;-22,8632055;-43,7809764148009;1,0;Safety
"Amr#BRA;Brazil#Itaborai";2010;46,0;86,0;23,326;91,0;15,186;93,0;Somewhere;1,0;215412,0;-22,71845;-42,9463506086427;1,0;Safety
"Eur#FRA;France#Istres";2010;48,242000000000004;86,0;23,326;91,0;16,372;96,0;Somewhere;1,0;43626,0;43,509444;4,98277799999999;1,0;Safety
"Eur#TUR;Turkiye#Istanbul";2010;50,484;95,0;23,326;91,0;23,924;95,5;Somewhere;1,0;15190336,0;41,021833;29,0103056;1,0;Safety
"Eur#FRA;France#Issy Les Moulineaux";2010;25,329;94,0;23,326;91,0;31,476;95,0;Somewhere;1,0;67981,0;48,8224999999999;2,2692;1,0;Safety
"Eur#FRA;France#Issoire";2010;24,383499999999998;97,0;23,326;91,0;16,819;99,0;Somewhere;1,0;14170,0;45,5445309999999;3,248278;1,0;Safety
"Eur#DEU;Germany#Itzehoe";2010;23,438;100,0;23,326;91,0;53,69;100,0;Somewhere;1,0;30885,0;53,928032;9,51176899999999;1,0;Safety
"Eur#DEU;Germany#Schlosschemnitz";2010;24,398;91,0;23,326;91,0;31,621;98,0;Somewhere;1,0;24260,0;50,8464389999999;12,930548;1,0;Safety
"Amr#BRA;Brazil#Jai";2010;31,0;94,0;23,326;91,0;23,4345;96,5;Somewhere;1,0;17635,0;-22,298161;-48,567;1,0;Safety
"Eur#CHE;Switzerland#Saxon";2010;19,949;100,0;23,326;91,0;19,201;99,0;Somewhere;1,0;3312,0;46,1389879999999;7,148333;1,0;Safety
"Eur#DEU;Germany#Jena";2010;18,729;99,0;23,326;91,0;20,19;91,0;Somewhere;1,0;105739,0;50,933514;11,597061;1,0;Safety
"Eur#SVK;Slovakia#Jelsava";2010;32,106;98,0;22,019;75,0;19,8835;93,0;Somewhere;1,0;3229,0;48,6311109999999;20,2402839999999;1,0;Safety
"Eur#POL;Poland#Jelenia Gora";2010;71,249;86,0;22,019;75,0;19,577;95,0;Somewhere;1,0;85437,0;50,8618749999999;15,678769;1,0;Safety
"Eur#ITA;Italy#Scandicci";2010;32,749;93,0;22,019;75,0;34,075;92,0;Somewhere;1,0;49765,0;43,756943;11,192778;1,0;Safety
"Wpr#KOR;Korea_Rep#Jeju";2010;48,309;93,0;22,019;75,0;0,009;92,0;Somewhere;1,0;343168,0;33,4136388888889;126,533148148148;1,0;Safety
"Amr#USA;USA#Jasper IN";2010;20,9;93,0;13,6;75,0;5,166;92,0;Somewhere;1,0;15827,0;38,3917990009185;-86,9296679999998;1,0;Safety
"Eur#POL;Poland#Jasna Gora";2010;19,463;99,0;13,6;75,0;10,323;99,0;Somewhere;1,0;2000,0;50,8736919999999;14,954211;1,0;Safety
"Eur#POL;Poland#Jaslo";2010;42,277;89,0;13,6;75,0;17,12;76,0;Somewhere;1,0;37071,0;49,7411829999999;21,4734446666667;1,0;Safety
"Eur#POL;Poland#Jaroslaw";2010;44,861;88,0;13,6;75,0;13,521;86,0;Somewhere;1,0;39857,0;50,015833;22,672778;1,0;Safety
"Eur#POL;Poland#Jarczew";2010;29,040999999999997;88,0;13,6;75,0;9,922;96,0;Somewhere;1,0;22888,0;51,8144449999999;21,97139;1,0;Safety
"Eur#AUT;Austria#Scherighof";2010;13,221;88,0;13,6;75,0;4,369;94,0;Somewhere;1,0;5919,0;47,348053;15,8819579999999;1,0;Safety
"Eur#NLD;Netherlands#Schiedam";2010;13,221;88,0;17,032;97,0;39,148;94,0;Somewhere;1,0;73414,0;51,921111;4,401389;1,0;Safety
"Eur#DEU;Germany#Schierke";2010;13,221;88,0;17,032;97,0;5,18;100,0;Somewhere;1,0;600,0;51,7986259999999;10,618275;1,0;Safety
"Eur#FRA;France#Schiltighei";2010;13,221;88,0;17,032;97,0;25,172;98,0;Somewhere;1,0;31894,0;48,6097559999999;7,71001699999999;1,0;Safety
"Eur#ITA;Italy#Schio";2010;26,605;96,0;17,032;97,0;23,826;98,0;Somewhere;1,0;39131,0;45,714447;11,368611;1,0;Safety
"Eur#ITA;Italy#Schivenoglia";2010;32,043;96,0;23,679;86,0;20,304;87,0;Somewhere;1,0;1240,0;44,9969439999999;11,070833;1,0;Safety
"Eur#AUT;Austria#Judendorf";2010;24,876;98,0;17,969;98,0;24,864;94,0;Somewhere;1,0;5919,0;47,1159704999999;15,347643;1,0;Safety
"Eur#TUR;Turkiye#Kayseri";2010;69,709;95,0;17,969;98,0;24,864;94,0;Somewhere;1,0;973506,0;38,7295366666667;35,4533323333333;1,0;Safety
"Wpr#JPN;Japan#Kawasaki";2010;48,583;95,0;10,0;98,0;24,864;94,0;Somewhere;1,0;1538262,0;35,529667;139,7038482;1,0;Safety
"Eur#MKD;North_Macedonia#Kavadarci";2010;68,548;93,0;19,289;98,0;25,0875;94,5;Somewhere;1,0;28921,0;41,440556;22,007227;1,0;Safety
"Eur#AUT;Austria#Sankt Veit An Der Glan";2010;18,151;94,0;19,289;98,0;18,253;95,0;Somewhere;1,0;10374,0;46,8180543333333;14,4745443333333;1,0;Safety
"Eur#POL;Poland#Katowice";2010;52,017;99,0;42,137;97,0;32,558;95,0;Somewhere;1,0;303024,0;50,264446;18,9744449999999;1,0;Safety
"Eur#ROU;Romania#Sanpetru";2010;16,953;94,0;16,809;99,0;11,911;82,0;Somewhere;1,0;4819,0;45,7181429999999;25,62414;1,0;Safety
"Eur#CZE;Czechia#Karvina";2010;54,326;100,0;16,809;99,0;27,006;95,0;Somewhere;1,0;62337,0;49,863796;18,5514529999999;1,0;Safety
"Eur#TUR;Turkiye#Kars";2010;54,872;85,0;16,809;99,0;37,123000000000005;94,5;Somewhere;1,0;79289,0;40,6049999999999;43,104443;1,0;Safety
"Eur#POL;Poland#Karpacz";2010;54,872;85,0;16,809;99,0;3,297;100,0;Somewhere;1,0;30807,5;50,736389;15,739722;1,0;Safety
"Eur#ESP;Spain#Sant Andreu De La Barca";2010;54,872;85,0;16,809;99,0;46,626;98,0;Somewhere;1,0;27246,0;41,4522219999999;1,975833;1,0;Safety
"Eur#TUR;Turkiye#Kastamonu";2010;42,446;95,0;16,809;99,0;27,038999999999998;99,0;Somewhere;1,0;103724,0;41,367496;33,764721;1,0;Safety
"Eur#HUN;Hungary#Kecskemet";2010;27,606;98,0;16,809;99,0;7,452;100,0;Somewhere;1,0;111411,0;46,966667;19,549999;1,0;Safety
"Eur#LTU;Lithuania#Kedainiai";2010;28,914;99,0;16,809;99,0;8,904;90,0;Somewhere;1,0;26648,0;55,28;23,95778;1,0;Safety
"Eur#AUT;Austria#Sankt Andra";2010;27,828;99,0;16,809;99,0;30,193;96,0;Somewhere;1,0;566207,0;46,7638889999999;14,822227;1,0;Safety
"Amr#SLV;El_Salvador#San Salvador";2010;51,127500000000005;99,0;29,75;62,0;30,193;96,0;Somewhere;1,0;1105766,0;13,7105302810669;-89,1761436462402;1,0;Safety
"Eur#MKD;North_Macedonia#Kicevo";2010;74,427;79,0;66,525;62,0;30,193;96,0;Somewhere;1,0;26841,0;41,514446;20,95862;1,0;Safety
"Sear#BGD;Bangladesh#Khulna";2010;170,1;79,0;103,3;62,0;30,193;96,0;Somewhere;1,0;953745,0;22,8397502899169;89,5417709350585;1,0;Dangerous
"Wpr#MNG;Mongolia#Khovd";2010;151,25;79,0;40,0;62,0;30,193;96,0;Somewhere;1,0;31081,0;48,0041666999999;91,6405555999999;1,0;Safety
"Emr#IRN;Iran#Kerman";2010;108,6;79,0;40,0;62,0;30,193;96,0;Somewhere;1,0;541485,0;30,2950000762938;57,0684013366699;1,0;Safety
"Eur#DEU;Germany#Kempten";2010;18,409;100,0;40,0;62,0;24,562;100,0;Somewhere;1,0;60562,0;47,72514;10,306561;1,0;Safety
"Emr#IRN;Iran#Sanandaj";2010;99,6;100,0;40,0;62,0;20,2435;97,5;Somewhere;1,0;444840,0;35,3193016052246;47,0087013244628;1,0;Safety
"Eur#AUT;Austria#Kematen";2010;23,34;100,0;40,0;62,0;15,925;95,0;Somewhere;1,0;1345,0;48,044998;14,77222;1,0;Safety
"Eur#GBR;UK#Sandwell";2010;19,7625;100,0;40,0;62,0;31,086;99,0;Somewhere;1,0;329042,0;52,52062;-1,995556;1,0;Safety
"Eur#DEU;Germany#Kehl";2010;22,68;99,0;40,0;62,0;26,359;96,0;Somewhere;1,0;33551,0;48,578178;7,802317;1,0;Safety
"Eur#FRA;France#Sangatte";2010;24,9525;93,0;40,0;62,0;18,844;100,0;Somewhere;1,0;4845,0;50,9499;1,76894;1,0;Safety
"Eur#ESP;Spain#Sanguesa Zangoza";2010;27,225;87,0;15,732;62,0;7,639;90,0;Somewhere;1,0;13899,0;42,580556;-1,2825;1,0;Safety
"Amr#USA;USA#Keene NH";2010;35,4585;91,5;8,4;62,0;14,6175;84,5;Somewhere;1,0;22953,0;42,9305210009409;-72,2723319999999;1,0;Safety
"Eur#POL;Poland#Kedzierzyn Kozle";2010;43,692;96,0;39,521;86,0;21,596;79,0;Somewhere;1,0;64153,0;50,349608;18,2365749999999;1,0;Safety
"Eur#TUR;Turkiye#Isparta";2010;73,06;97,0;39,521;86,0;4,971;92,0;Somewhere;1,0;207266,0;37,777779;30,547777;1,0;Safety
"Eur#ESP;Spain#Sant Celoni";2010;17,4715;92,0;39,521;86,0;31,189;99,0;Somewhere;1,0;16973,0;41,69;2,496667;1,0;Safety
"Eur#ESP;Spain#Santa Perpetua De Mogoda";2010;17,612;96,0;39,521;86,0;43,105;99,0;Somewhere;1,0;25521,0;41,53;2,185556;1,0;Safety
"Eur#DEU;Germany#Kaiserslautern";2010;20,923;95,0;14,064;100,0;28,05;93,0;Somewhere;1,0;97883,0;49,4438634999999;7,76428599999999;1,0;Safety
"Amr#USA;USA#Santa Rosa CA";2010;10,1;95,0;9,432;100,0;28,05;93,0;Somewhere;1,0;330987,0;38,6387613333333;-122,961705666666;1,0;Safety
"Eur#TUR;Turkiye#Kahramanmaras";2010;70,486;88,0;10,112;100,0;28,05;93,0;Somewhere;1,0;546688,0;37,589165;36,928333;1,0;Safety
"Eur#CZE;Czechia#Kadan";2010;28,831;99,0;15,424;85,0;15,878;95,0;Somewhere;1,0;17579,0;50,376587;13,327622;1,0;Safety
"Amr#USA;USA#Kalamazoo Portage MI";2010;26,249499999999998;97,5;9,1;85,0;21,791;95,5;Somewhere;1,0;100239,5;42,2780666736984;-85,5418899211591;1,0;Safety
"Eur#ESP;Spain#Santander";2010;23,668;96,0;9,1;85,0;27,704;96,0;Somewhere;1,0;182900,0;43,4640279999999;-3,7995835;1,0;Safety
"Amr#COL;Colombia#Santiago De Cali";2010;28,0;94,0;9,1;85,0;24,0;93,5;Somewhere;1,0;2208000,0;3,48352299999999;-76,523533;1,0;Safety
"Eur#ESP;Spain#Santiago De Compostela";2010;11,536;92,0;6,276;85,0;15,458;91,0;Somewhere;1,0;93639,0;42,8829999999999;-8,54216659999999;1,0;Safety
"Amr#PER;Peru#Santiago De Surco";2010;11,536;92,0;7,538;85,0;15,458;91,0;Urban;1,0;329152,0;-12,145409;-76,997241;1,0;Safety
"Amr#USA;USA#Juneau AK";2010;11,536;92,0;8,8;85,0;15,458;91,0;Somewhere;1,0;32227,0;58,3884971242076;-134,56723651676;1,0;Safety
"Amr#BRA;Brazil#Jundiai";2010;31,0;92,0;10,8435;85,0;32,0;91,0;Somewhere;1,0;678521,0;-23,19162;-46,8966819999999;1,0;Safety
"Eur#PRT;Portugal#Santiago Do Cacem";2010;22,537;97,0;12,887;92,0;27,936500000000002;91,0;Somewhere;1,0;3722872,0;38,075001;-8,79862499999999;1,0;Safety
"Amr#CHL;Chile#Santiago";2010;67,932;97,5;26,326;92,0;23,873;91,0;Somewhere;1,0;6767223,0;-33,4641999999999;-70,6607;1,0;Safety
"Eur#FIN;Finland#Jyvaskyla";2010;13,747;98,0;16,263;92,0;17,515;97,0;Somewhere;1,0;3595559,0;62,2665289999999;25,726258;1,0;Safety
"Eur#POL;Poland#Kalinowka";2010;26,81;100,0;6,2;92,0;5,4;97,0;Somewhere;1,0;223568,0;51,522599;16,2441479999999;1,0;Safety
"Amr#USA;USA#Kalispell MT";2010;26,81;100,0;6,2;92,0;5,4;97,0;Somewhere;1,0;23241,0;48,3215469000911;-114,27718929616;1,0;Safety
"Eur#CZE;Czechia#Karlovy Vary";2010;27,344;99,0;6,2;92,0;33,197;95,0;Somewhere;1,0;50779,0;50,230164;12,8657109999999;1,0;Safety
"Eur#ESP;Spain#Sant Vicenc Dels Horts";2010;34,837500000000006;99,0;6,2;92,0;38,575;97,0;Somewhere;1,0;28025,0;41,3933329999999;2,01055599999999;1,0;Safety
"Eur#BGR;Bulgaria#Kardjaly";2010;42,331;99,0;6,2;92,0;40,783500000000004;98,0;Somewhere;1,0;43668,0;41,6360779999999;25,379683;1,0;Safety
"Eur#ITA;Italy#Santa Croce Sull Arno";2010;29,747;98,0;6,2;92,0;28,867;95,0;Somewhere;1,0;14061,0;43,7130549999999;10,771667;1,0;Safety
"Eur#AUT;Austria#Kapfenberg";2010;26,266;92,5;6,2;92,0;27,047;93,5;Somewhere;1,0;23372,0;47,445557;15,290284;1,0;Safety
"Eur#ESP;Spain#Santa Cruz De Tenerife";2010;24,035;87,0;8,792;92,0;25,227;92,0;Somewhere;1,0;211583,0;28,4541942;-16,2711109999999;1,0;Safety
"Amr#USA;USA#Santa Cruz Watsonville CA";2010;24,035;87,0;6,5;92,0;25,227;92,0;Somewhere;1,0;262382,0;36,983320000907;-121,98822;1,0;Safety
"Amr#USA;USA#Kansas City MO KS";2010;24,035;87,0;9,84;92,0;26,4;92,0;Somewhere;1,0;1686280,0;39,0246528947021;-94,5819325266272;1,0;Safety
"Eur#ESP;Spain#Santa Eulalia Del Rio";2010;17,309;91,0;9,84;92,0;9,508;93,0;Somewhere;1,0;853842,0;38,9430559999999;1,43055599999999;1,0;Safety
"Amr#BRA;Brazil#Santa Gertrudes";2010;79,0;91,5;9,84;92,0;9,508;93,0;Somewhere;1,0;21404,0;-22,459633;-47,5332719999999;1,0;Safety
"Eur#POL;Poland#Kalisz";2010;35,291;79,0;9,84;92,0;20,009;88,0;Somewhere;1,0;108346,0;51,749054;18,04839;1,0;Safety
"Eur#DEU;Germany#Karlsruhe";2010;23,095;100,0;17,142;99,0;35,455;95,0;Somewhere;1,0;318064,0;49,0168586;8,3839222;1,0;Safety
"Emr#IRN;Iran#Isfahan";2010;168,633;91,5;17,142;99,0;38,623999999999995;87,5;Somewhere;1,0;1879806,0;32,6433321634928;51,6853993733723;1,0;Safety
"Eur#ITA;Italy#Isernia";2010;25,315;83,0;17,142;99,0;41,793;80,0;Somewhere;1,0;22025,0;41,5972209999999;14,233611;1,0;Safety
"Eur#DEU;Germany#Iserlohn";2010;27,228;99,0;17,142;99,0;35,187;92,0;Somewhere;1,0;91815,0;51,374191;7,69777799999999;1,0;Safety
"Eur#HUN;Hungary#Hernadszurdok";2010;23,281;99,0;17,142;99,0;19,792499999999997;91,5;Somewhere;1,0;190,0;48,473888;21,211679;1,0;Safety
"Eur#AUT;Austria#Hermagor";2010;8,992;96,0;17,142;99,0;4,398;91,0;Somewhere;1,0;1491,0;46,6797219999999;12,971947;1,0;Safety
"Eur#DEU;Germany#Herdorf";2010;13,318;93,0;17,142;99,0;11,238;95,0;Somewhere;1,0;6831,0;50,76675;7,97349999999999;1,0;Safety
"Eur#DEU;Germany#Heppenheim An Der Bergstrasse";2010;25,433;99,0;20,231;99,0;36,728;100,0;Somewhere;1,0;24895,0;49,643242;8,64199999999999;1,0;Safety
"Amr#USA;USA#Show Low AZ";2010;15,0;97,5;20,231;99,0;26,0995;99,5;Somewhere;1,0;11732,0;33,85815;-109,97029;1,0;Safety
"Eur#FRA;France#Heming";2010;25,695;96,0;20,231;99,0;15,471;99,0;Somewhere;1,0;505,0;48,6947249999999;6,965275;1,0;Safety
"Amr#USA;USA#Shreveport-Bossier City LA";2010;19,9;97,5;11,1;99,0;20,27;99,0;Somewhere;1,0;321537,0;32,5035561664999;-93,7711099449999;1,0;Safety
"Eur#ESP;Spain#Hernani";2010;23,461;99,0;10,663;99,0;25,069;99,0;Somewhere;1,0;19601,0;43,2674999999999;-1,9775;1,0;Safety
"Eur#FIN;Finland#Helsinki Helsingfors";2010;19,229;98,0;10,226;98,0;35,73;99,0;Somewhere;1,0;1179916,0;60,1905772307692;24,9653498461538;1,0;Safety
"Amr#USA;USA#Helena MT";2010;17,359;98,0;9,3;98,0;30,5785;97,5;Somewhere;1,0;45055,0;46,7546309999999;-112,0001265;1,0;Safety
"Eur#AUT;Austria#Heiterwang";2010;15,489;98,0;9,3;98,0;25,427;96,0;Somewhere;1,0;510,0;47,4477809999999;10,744175;1,0;Safety
"Eur#DEU;Germany#Heilbronn";2010;27,926;100,0;9,3;98,0;30,885;95,0;Somewhere;1,0;310800,0;49,16063475;9,22505474999999;1,0;Safety
"Eur#BGR;Bulgaria#Shumen";2010;44,227;99,0;9,3;98,0;17,734;95,0;Somewhere;1,0;86485,0;43,2682059999999;26,9384389999999;1,0;Safety
"Eur#LTU;Lithuania#Siauliai";2010;34,045;98,0;20,041;85,0;27,468;89,0;Somewhere;1,0;123169,0;55,9378359999999;23,3080269999999;1,0;Safety
"Eur#SWE;Sweden#Helsingborg";2010;15,763;90,0;20,041;85,0;21,496;88,0;Somewhere;1,0;143304,0;56,0473656666666;12,6913463333333;1,0;Safety
"Eur#DEU;Germany#Herrenberg";2010;28,923;99,0;20,041;85,0;61,519;95,0;Somewhere;1,0;29939,0;48,594765;8,86907199999999;1,0;Safety
"Eur#AUT;Austria#Herzogberg";2010;18,715;98,0;20,041;85,0;12,044;94,0;Somewhere;1,0;5919,0;46,7080569999999;14,891953;1,0;Safety
"Eur#AUT;Austria#Hollabrunn";2010;22,793;98,0;20,041;85,0;10,165;94,0;Somewhere;1,0;11489,0;48,721111;15,94223;1,0;Safety
"Eur#DEU;Germany#Hof";2010;19,906;94,0;20,041;85,0;27,788;92,0;Somewhere;1,0;53801,0;50,32061;11,897491;1,0;Safety
"Eur#AUT;Austria#Hochst";2010;24,549;93,0;20,041;85,0;40,283;96,0;Somewhere;1,0;8510,0;47,4588889999999;9,64028399999999;1,0;Safety
"Eur#AUT;Austria#Hochgossnitz";2010;26,89;93,0;20,041;85,0;7,197;93,0;Somewhere;1,0;8510,0;47,0591659999999;15,016666;1,0;Safety
"Eur#BEL;Belgium#Hoboken";2010;29,231;95,0;20,041;85,0;32,516;92,0;Somewhere;1,0;462098,0;51,170555;4,339736;1,0;Safety
"Amr#USA;USA#Hobbs NM";2010;27,35;95,0;5,5;91,5;10,6;96,0;Somewhere;1,0;40508,0;32,7266559999999;-103,122917;1,0;Safety
"Eur#SVK;Slovakia#Hnusta";2010;32,998;98,0;18,131;84,0;10,6;96,0;Somewhere;1,0;7781,0;48,5836109999999;19,951685;1,0;Safety
"Amr#USA;USA#Hilo HI";2010;25,447;98,0;10,5;84,0;10,6;96,0;Somewhere;1,0;44186,0;19,420849;-155,476858699999;1,0;Safety
"Amr#USA;USA#Sheridan WY";2010;21,4;98,0;8,7;84,0;10,6;96,0;Somewhere;1,0;29116,0;44,7989460009431;-106,9601265;1,0;Safety
"Eur#ESP;Spain#Hijar";2010;21,4;98,0;9,95;84,0;9,784;97,0;Somewhere;1,0;29116,0;41,180833;0,454444;1,0;Safety
